,Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Sex of Casualty,Age of Casuality,Speed,Type of Vehicle,Casualty Severity
1297,110312379.0,432273.0,426156.0,4.0,2011-07-08,15.0,3,3,4,5,0,0,31,25.0,2,2
1298,110312379.0,432273.0,426156.0,4.0,2011-07-08,15.0,3,3,4,5,0,1,22,35.0,2,2
1299,110312379.0,432273.0,426156.0,4.0,2011-07-08,15.0,3,3,4,5,1,1,21,35.0,2,2
1300,110312379.0,432273.0,426156.0,4.0,2011-07-08,15.0,3,3,4,5,1,0,43,95.0,2,2
1301,110312616.0,431794.0,428914.0,2.0,2011-07-08,19.0,4,1,4,1,0,0,39,10.0,2,2
1302,110312656.0,441160.0,433151.0,2.0,2011-07-08,17.0,4,1,4,1,0,1,37,35.0,2,2
1303,110313186.0,426541.0,428984.0,2.0,2011-07-08,13.0,4,1,4,1,0,1,38,5.0,12,1
1304,110313380.0,430105.0,431747.0,2.0,2011-07-08,14.0,0,3,4,1,0,1,32,10.0,12,2
1305,110313002.0,433353.0,429648.0,1.0,2011-07-09,3.0,3,1,2,1,0,1,29,55.0,2,2
1306,110313002.0,433353.0,429648.0,1.0,2011-07-09,3.0,3,1,2,1,1,1,29,70.0,2,2
1307,110313002.0,433353.0,429648.0,1.0,2011-07-09,3.0,3,1,2,1,1,0,22,70.0,2,1
1308,110313906.0,429289.0,426764.0,2.0,2011-07-09,17.0,0,1,4,1,0,0,43,25.0,2,2
1309,110313968.0,427220.0,433518.0,2.0,2011-07-09,17.0,4,1,4,1,1,1,68,35.0,2,2
1310,110314645.0,429639.0,434300.0,3.0,2011-07-09,20.0,1,1,4,1,1,0,62,45.0,2,1
1311,110324552.0,431151.0,429951.0,1.0,2011-07-10,2.0,4,1,2,1,1,0,28,10.0,14,2
1312,110315934.0,429660.0,434599.0,2.0,2011-07-11,8.0,0,1,4,1,0,0,25,10.0,12,2
1313,110316131.0,426985.0,433110.0,1.0,2011-07-11,10.0,2,1,4,1,2,1,54,65.0,12,2
1314,110316131.0,426985.0,433110.0,1.0,2011-07-11,10.0,2,1,4,1,0,0,26,5.0,12,2
1315,110316759.0,430703.0,433602.0,3.0,2011-07-11,13.0,0,1,4,1,0,0,56,70.0,2,2
1316,110317250.0,429867.0,437866.0,2.0,2011-07-11,19.0,4,1,4,1,0,0,24,15.0,2,2
1317,110317423.0,420767.0,434473.0,2.0,2011-07-11,20.0,4,1,4,1,0,1,9,99.0,12,1
1318,110318530.0,441060.0,432037.0,2.0,2011-07-11,7.0,0,1,4,5,0,1,39,95.0,12,2
1319,110318271.0,418928.0,445362.0,2.0,2011-07-12,11.0,0,1,4,1,0,1,70,10.0,2,2
1320,110318271.0,418928.0,445362.0,2.0,2011-07-12,11.0,0,1,4,1,0,1,88,65.0,2,2
1321,110318271.0,418928.0,445362.0,2.0,2011-07-12,11.0,0,1,4,1,1,0,79,10.0,2,2
1322,110318562.0,435429.0,439799.0,2.0,2011-07-12,13.0,0,1,4,1,0,0,81,65.0,2,2
1323,110318562.0,435429.0,439799.0,2.0,2011-07-12,13.0,0,1,4,1,0,1,53,70.0,2,2
1324,110318816.0,430334.0,433346.0,1.0,2011-07-12,16.0,4,1,4,1,1,0,50,35.0,1,2
1325,110318882.0,431043.0,431371.0,2.0,2011-07-12,14.0,4,1,4,1,1,1,14,35.0,1,2
1326,110318972.0,431507.0,435131.0,2.0,2011-07-12,12.0,0,1,4,1,0,1,42,10.0,9,1
1327,110342240.0,424648.0,427604.0,2.0,2011-07-12,14.0,3,1,4,1,0,0,53,60.0,2,2
1328,110320671.0,431692.0,434521.0,1.0,2011-07-13,13.0,4,1,4,1,1,0,51,70.0,1,2
1329,110320841.0,434167.0,433885.0,2.0,2011-07-13,17.0,4,1,4,1,0,1,29,95.0,12,2
1330,110321115.0,428267.0,434137.0,1.0,2011-07-13,21.0,0,1,2,1,1,1,42,99.0,11,2
1331,110322570.0,419931.0,437067.0,1.0,2011-07-13,18.0,0,1,4,1,2,0,40,95.0,2,2
1332,110329264.0,443009.0,431620.0,2.0,2011-07-13,20.0,0,1,4,1,0,0,17,65.0,6,2
1333,110321897.0,430983.0,429783.0,2.0,2011-07-14,10.0,4,1,4,1,1,1,80,15.0,1,2
1334,110322183.0,425364.0,432751.0,3.0,2011-07-14,8.0,4,1,4,1,0,0,31,85.0,2,1
1335,110322183.0,425364.0,432751.0,3.0,2011-07-14,8.0,4,1,4,1,0,0,37,60.0,2,2
1336,110322183.0,425364.0,432751.0,3.0,2011-07-14,8.0,4,1,4,1,1,1,6,70.0,2,2
1337,110322183.0,425364.0,432751.0,3.0,2011-07-14,8.0,4,1,4,1,1,0,4,80.0,2,1
1338,110322183.0,425364.0,432751.0,3.0,2011-07-14,8.0,4,1,4,1,1,1,9,10.0,2,2
1339,110322900.0,430572.0,434528.0,2.0,2011-07-14,18.0,0,1,4,1,0,1,21,99.0,12,1
1340,110323040.0,421746.0,444163.0,4.0,2011-07-14,17.0,4,1,4,1,0,1,50,70.0,10,1
1341,110323040.0,421746.0,444163.0,4.0,2011-07-14,17.0,4,1,4,1,0,1,38,99.0,10,1
1342,110323149.0,428752.0,432719.0,2.0,2011-07-14,21.0,0,1,4,1,0,0,50,55.0,2,2
1343,110324152.0,430148.0,431061.0,1.0,2011-07-14,13.0,4,1,4,1,2,0,25,80.0,2,2
1344,110324065.0,431417.0,433629.0,2.0,2011-07-15,12.0,0,1,4,1,0,0,19,10.0,2,2
1345,110324065.0,431417.0,433629.0,2.0,2011-07-15,12.0,0,1,4,1,1,0,18,65.0,2,2
1346,110324726.0,427607.0,434511.0,2.0,2011-07-15,13.0,0,1,4,1,0,0,29,70.0,2,2
1347,110325466.0,426291.0,435584.0,2.0,2011-07-15,20.0,0,3,4,1,0,0,56,95.0,2,2
1348,110325214.0,430797.0,433846.0,2.0,2011-07-16,3.0,0,1,2,1,0,1,31,20.0,14,2
1349,110325214.0,430797.0,433846.0,2.0,2011-07-16,3.0,0,1,2,1,1,1,35,65.0,14,2
1350,110325214.0,430797.0,433846.0,2.0,2011-07-16,3.0,0,1,2,1,1,0,25,60.0,14,2
1351,110325214.0,430797.0,433846.0,2.0,2011-07-16,3.0,0,1,2,1,1,0,27,80.0,14,1
1352,110325214.0,430797.0,433846.0,2.0,2011-07-16,3.0,0,1,2,1,1,1,25,65.0,14,2
1353,110325214.0,430797.0,433846.0,2.0,2011-07-16,3.0,0,1,2,1,1,1,40,20.0,14,2
1354,110325541.0,427819.0,435083.0,2.0,2011-07-16,9.0,4,3,4,5,0,1,40,20.0,2,2
1355,110326068.0,427073.0,435640.0,1.0,2011-07-16,16.0,4,1,4,1,1,0,5,5.0,1,2
1356,110326071.0,428576.0,427974.0,3.0,2011-07-16,14.0,0,3,4,5,0,0,45,15.0,2,2
1357,110326236.0,427483.0,432589.0,2.0,2011-07-16,18.0,4,1,4,1,0,1,37,10.0,2,2
1358,110326236.0,427483.0,432589.0,2.0,2011-07-16,18.0,4,1,4,1,0,1,21,5.0,3,2
1359,110327031.0,432656.0,438104.0,1.0,2011-07-17,11.0,4,3,4,5,2,0,81,10.0,2,2
1360,110330289.0,428915.0,433417.0,5.0,2011-07-17,13.0,1,3,4,3,0,0,47,35.0,2,2
1361,110330289.0,428915.0,433417.0,5.0,2011-07-17,13.0,1,3,4,3,0,0,46,25.0,2,2
1362,110330289.0,428915.0,433417.0,5.0,2011-07-17,13.0,1,3,4,3,1,0,17,60.0,2,2
1363,110328088.0,423035.0,438090.0,1.0,2011-07-18,8.0,4,3,4,5,2,0,14,45.0,2,2
1364,110328172.0,432058.0,435962.0,2.0,2011-07-18,9.0,4,3,4,5,0,1,36,20.0,12,2
1365,110328553.0,442230.0,434699.0,1.0,2011-07-18,12.0,2,1,4,1,0,0,33,15.0,2,2
1366,110328553.0,442230.0,434699.0,1.0,2011-07-18,12.0,2,1,4,1,1,0,1,95.0,2,2
1367,110328649.0,431482.0,435008.0,2.0,2011-07-18,9.0,4,3,4,5,0,1,33,35.0,2,2
1368,110329187.0,440664.0,447583.0,1.0,2011-07-18,15.0,1,1,4,1,1,0,61,5.0,2,2
1369,110329187.0,440664.0,447583.0,1.0,2011-07-18,15.0,1,1,4,1,1,0,22,5.0,2,2
1370,110329187.0,440664.0,447583.0,1.0,2011-07-18,15.0,1,1,4,1,1,0,6,65.0,2,2
1371,110330438.0,437316.0,431153.0,2.0,2011-07-18,6.0,3,1,4,1,0,0,40,85.0,2,2
1372,110328607.0,429305.0,433479.0,1.0,2011-07-19,9.0,4,1,4,1,2,0,45,80.0,2,2
1373,110329679.0,428540.0,434269.0,4.0,2011-07-19,1.0,4,1,2,1,0,1,19,15.0,2,2
1374,110329921.0,430230.0,432030.0,2.0,2011-07-19,8.0,0,1,4,1,1,1,25,55.0,2,2
1375,110329921.0,430230.0,432030.0,2.0,2011-07-19,8.0,0,1,4,1,1,0,47,5.0,2,2
1376,110329921.0,430230.0,432030.0,2.0,2011-07-19,8.0,0,1,4,1,1,0,17,65.0,2,2
1377,110330561.0,431508.0,429658.0,1.0,2011-07-19,0.0,4,1,1,1,2,0,47,15.0,2,2
1378,110331002.0,433406.0,437242.0,1.0,2011-07-19,14.0,4,1,4,1,0,1,17,45.0,2,2
1379,110331002.0,433406.0,437242.0,1.0,2011-07-19,14.0,4,1,4,1,1,1,17,15.0,2,2
1380,110331002.0,433406.0,437242.0,1.0,2011-07-19,14.0,4,1,4,1,1,1,17,65.0,2,2
1381,110331461.0,443108.0,440517.0,1.0,2011-07-19,22.0,1,1,4,1,0,1,31,5.0,2,2
1382,110331625.0,426145.0,435591.0,2.0,2011-07-19,8.0,2,1,4,1,0,1,24,5.0,12,2
1383,110331753.0,431432.0,435098.0,1.0,2011-07-19,17.0,0,1,4,1,2,1,45,60.0,2,2
1384,110331404.0,429837.0,431468.0,2.0,2011-07-20,0.0,4,1,2,1,0,1,17,60.0,12,2
1385,110332293.0,426410.0,436408.0,2.0,2011-07-20,10.0,4,1,4,1,1,0,91,5.0,2,1
1386,110332803.0,438528.0,430233.0,2.0,2011-07-20,16.0,4,3,4,5,0,1,23,20.0,2,2
1387,110332803.0,438528.0,430233.0,2.0,2011-07-20,16.0,4,3,4,5,1,1,19,55.0,2,2
1388,110332896.0,430118.0,431825.0,3.0,2011-07-20,18.0,0,3,4,1,0,1,43,65.0,3,2
1389,110332896.0,430118.0,431825.0,3.0,2011-07-20,18.0,0,3,4,1,0,0,24,80.0,2,2
1390,110333124.0,429974.0,445291.0,2.0,2011-07-20,19.0,0,3,4,5,0,0,59,45.0,2,0
1391,110333124.0,429974.0,445291.0,2.0,2011-07-20,19.0,0,3,4,5,1,0,84,60.0,2,0
1392,110333124.0,429974.0,445291.0,2.0,2011-07-20,19.0,0,3,4,5,1,0,82,65.0,2,0
1393,110333507.0,436756.0,433640.0,2.0,2011-07-20,18.0,4,1,4,1,0,0,33,65.0,2,2
1394,110333507.0,436756.0,433640.0,2.0,2011-07-20,18.0,4,1,4,1,0,0,38,20.0,2,2
1395,110333804.0,440379.0,433549.0,2.0,2011-07-20,9.0,0,1,4,1,0,1,19,25.0,10,1
1396,110334062.0,430053.0,434023.0,2.0,2011-07-20,19.0,4,3,4,1,0,1,28,35.0,12,2
1397,110334074.0,430556.0,435102.0,2.0,2011-07-20,17.0,0,1,4,1,0,1,34,99.0,14,2
1398,110334061.0,428969.0,435474.0,1.0,2011-07-21,11.0,4,1,4,1,2,1,18,85.0,5,2
1399,110334148.0,424154.0,428158.0,2.0,2011-07-21,12.0,0,1,4,1,0,1,52,85.0,2,2
1400,110334148.0,424154.0,428158.0,2.0,2011-07-21,12.0,0,1,4,1,0,0,49,99.0,2,2
1401,110334148.0,424154.0,428158.0,2.0,2011-07-21,12.0,0,1,4,1,1,0,45,65.0,2,2
1402,110334173.0,435777.0,436788.0,3.0,2011-07-21,11.0,0,1,4,1,0,0,43,20.0,2,2
1403,110334173.0,435777.0,436788.0,3.0,2011-07-21,11.0,0,1,4,1,0,0,55,95.0,2,2
1404,110334338.0,427556.0,431984.0,1.0,2011-07-21,10.0,0,1,4,1,0,1,20,99.0,3,2
1405,110334595.0,429996.0,438582.0,2.0,2011-07-21,14.0,2,1,4,1,1,1,27,10.0,1,2
1406,110334815.0,431648.0,438836.0,2.0,2011-07-21,10.0,4,1,4,1,0,1,14,55.0,12,2
1407,110335529.0,429572.0,434813.0,2.0,2011-07-22,8.0,0,1,4,1,0,1,23,99.0,12,2
1408,110335864.0,428405.0,429303.0,2.0,2011-07-22,6.0,0,1,4,1,0,1,51,99.0,9,2
1409,110336484.0,430360.0,433445.0,1.0,2011-07-22,14.0,4,1,4,1,1,0,4,45.0,1,2
1410,110336709.0,429416.0,426404.0,3.0,2011-07-22,17.0,3,3,4,5,0,0,49,10.0,2,2
1411,110336709.0,429416.0,426404.0,3.0,2011-07-22,17.0,3,3,4,5,1,1,17,45.0,2,2
1412,110336709.0,429416.0,426404.0,3.0,2011-07-22,17.0,3,3,4,5,1,0,11,5.0,2,2
1413,110337566.0,438305.0,430356.0,1.0,2011-07-22,16.0,4,1,4,1,2,1,5,55.0,2,2
1414,110342760.0,441754.0,430216.0,1.0,2011-07-22,17.0,2,1,4,1,2,1,66,10.0,2,2
1415,110338115.0,419823.0,441207.0,3.0,2011-07-23,17.0,0,1,4,1,0,1,47,15.0,2,2
1416,110338115.0,419823.0,441207.0,3.0,2011-07-23,17.0,0,1,4,1,1,0,9,35.0,2,2
1417,110338115.0,419823.0,441207.0,3.0,2011-07-23,17.0,0,1,4,1,0,1,36,45.0,2,2
1418,110338268.0,425239.0,428230.0,1.0,2011-07-23,20.0,3,1,4,1,0,1,28,15.0,2,2
1419,110338726.0,426864.0,438043.0,2.0,2011-07-23,17.0,0,1,4,1,0,1,45,15.0,2,2
1420,110338855.0,442242.0,429929.0,2.0,2011-07-23,13.0,2,1,4,1,0,1,28,55.0,2,2
1421,110342879.0,429783.0,433660.0,1.0,2011-07-23,22.0,4,1,2,1,2,1,24,55.0,14,2
1422,110339587.0,430013.0,438607.0,2.0,2011-07-24,18.0,2,1,4,1,1,0,52,65.0,2,2
1423,110341346.0,440246.0,448432.0,2.0,2011-07-25,18.0,4,1,4,1,0,1,25,95.0,2,2
1424,110341361.0,427418.0,437080.0,3.0,2011-07-25,18.0,0,1,4,1,0,1,44,5.0,2,2
1425,110341370.0,438733.0,440967.0,2.0,2011-07-25,15.0,4,1,4,1,0,1,45,65.0,3,2
1426,110341370.0,438733.0,440967.0,2.0,2011-07-25,15.0,4,1,4,1,1,1,55,45.0,3,2
1427,110341376.0,427444.0,436154.0,2.0,2011-07-25,17.0,4,1,4,1,0,1,20,80.0,2,2
1428,110341376.0,427444.0,436154.0,2.0,2011-07-25,17.0,4,1,4,1,0,1,45,95.0,2,2
1429,110341388.0,430188.0,434362.0,5.0,2011-07-25,17.0,1,1,4,1,0,0,55,20.0,2,2
1430,110341388.0,430188.0,434362.0,5.0,2011-07-25,17.0,1,1,4,1,0,1,42,99.0,2,2
1431,110341388.0,430188.0,434362.0,5.0,2011-07-25,17.0,1,1,4,1,0,0,27,80.0,2,2
1432,110341388.0,430188.0,434362.0,5.0,2011-07-25,17.0,1,1,4,1,0,1,61,65.0,2,2
1433,110341388.0,430188.0,434362.0,5.0,2011-07-25,17.0,1,1,4,1,0,1,28,45.0,2,2
1434,110341728.0,431956.0,430504.0,2.0,2011-07-25,23.0,0,1,2,1,0,0,27,60.0,2,2
1435,110341728.0,431956.0,430504.0,2.0,2011-07-25,23.0,0,1,2,1,1,1,43,60.0,2,2
1436,110341728.0,431956.0,430504.0,2.0,2011-07-25,23.0,0,1,2,1,1,1,28,60.0,2,2
1437,110342695.0,427489.0,425486.0,2.0,2011-07-25,22.0,0,1,4,1,0,1,18,35.0,2,2
1438,110342695.0,427489.0,425486.0,2.0,2011-07-25,22.0,0,1,4,1,1,0,16,70.0,2,2
1439,110342817.0,428922.0,433407.0,2.0,2011-07-25,7.0,0,1,4,1,0,0,60,35.0,2,2
1440,110346652.0,429599.0,433637.0,2.0,2011-07-25,10.0,4,1,4,1,0,0,52,15.0,12,2
1441,110341725.0,429798.0,433791.0,2.0,2011-07-26,0.0,4,1,2,1,0,1,22,65.0,2,2
1442,110341725.0,429798.0,433791.0,2.0,2011-07-26,0.0,4,1,2,1,1,1,24,20.0,2,2
1443,110342341.0,435394.0,440271.0,2.0,2011-07-26,7.0,4,3,4,1,0,0,26,55.0,2,2
1444,110342341.0,435394.0,440271.0,2.0,2011-07-26,7.0,4,3,4,1,0,0,25,25.0,2,2
1445,110342737.0,420550.0,444945.0,2.0,2011-07-26,13.0,4,1,4,1,0,1,25,95.0,12,2
1446,110343039.0,425756.0,426340.0,1.0,2011-07-26,16.0,3,1,4,1,1,1,25,25.0,7,1
1447,110343039.0,425756.0,426340.0,1.0,2011-07-26,16.0,3,1,4,1,1,1,30,15.0,7,2
1448,110343039.0,425756.0,426340.0,1.0,2011-07-26,16.0,3,1,4,1,1,1,38,60.0,7,2
1449,110343039.0,425756.0,426340.0,1.0,2011-07-26,16.0,3,1,4,1,1,1,21,70.0,7,2
1450,110343039.0,425756.0,426340.0,1.0,2011-07-26,16.0,3,1,4,1,1,1,25,85.0,7,2
1451,110344660.0,436209.0,434332.0,1.0,2011-07-27,10.0,0,1,4,1,1,0,72,60.0,1,1
1452,110344757.0,432209.0,432987.0,1.0,2011-07-27,15.0,4,1,4,1,2,1,90,35.0,2,1
1453,110349980.0,435653.0,436499.0,2.0,2011-07-27,16.0,4,1,4,1,0,0,59,45.0,2,2
1454,110345213.0,420829.0,439688.0,2.0,2011-07-28,0.0,0,1,2,1,0,1,33,5.0,10,2
1455,110345517.0,432694.0,429406.0,1.0,2011-07-28,8.0,0,1,4,1,0,0,19,65.0,2,2
1456,110346029.0,429968.0,435600.0,2.0,2011-07-28,10.0,4,1,4,1,0,0,55,85.0,2,2
1457,110346300.0,430847.0,433469.0,1.0,2011-07-28,12.0,4,1,4,1,1,0,70,20.0,1,2
1458,110346378.0,428507.0,437138.0,1.0,2011-07-28,14.0,4,1,4,1,1,1,17,45.0,1,2
1459,110346636.0,435302.0,431295.0,1.0,2011-07-28,17.0,3,1,4,1,0,0,24,55.0,2,2
1460,110346712.0,431220.0,432854.0,1.0,2011-07-28,17.0,0,1,4,1,2,1,20,55.0,2,2
1461,110348343.0,440852.0,448243.0,2.0,2011-07-29,15.0,4,1,4,1,0,1,77,99.0,2,2
1462,110348343.0,440852.0,448243.0,2.0,2011-07-29,15.0,4,1,4,1,1,0,78,70.0,2,2
1463,110348424.0,428505.0,434548.0,2.0,2011-07-29,16.0,4,1,4,1,0,1,25,85.0,2,2
1464,110348470.0,430686.0,434465.0,2.0,2011-07-29,16.0,4,1,4,1,1,0,28,95.0,1,2
1465,110348590.0,431008.0,438422.0,2.0,2011-07-29,19.0,4,1,4,1,0,1,45,20.0,12,2
1466,110348616.0,425878.0,435480.0,2.0,2011-07-29,20.0,4,1,4,1,0,1,34,85.0,2,2
1467,110348616.0,425878.0,435480.0,2.0,2011-07-29,20.0,4,1,4,1,0,1,36,15.0,2,2
1468,110348616.0,425878.0,435480.0,2.0,2011-07-29,20.0,4,1,4,1,1,1,29,70.0,2,2
1469,110348830.0,426488.0,431883.0,1.0,2011-07-29,22.0,0,1,2,1,2,1,23,35.0,2,2
1470,110349508.0,431292.0,437131.0,3.0,2011-07-29,19.0,4,1,4,1,0,1,49,25.0,2,2
1471,110349843.0,420036.0,445974.0,2.0,2011-07-30,14.0,2,1,4,1,0,0,45,95.0,9,1
1472,110350091.0,428531.0,431386.0,2.0,2011-07-30,19.0,0,1,4,1,0,1,41,35.0,2,2
1473,110350091.0,428531.0,431386.0,2.0,2011-07-30,19.0,0,1,4,1,1,0,37,65.0,2,2
1474,110350165.0,426567.0,433900.0,2.0,2011-07-30,15.0,0,1,4,1,0,1,37,25.0,9,0
1475,110352453.0,431900.0,435723.0,2.0,2011-07-30,15.0,0,1,4,1,1,0,22,15.0,2,2
1476,110352625.0,424279.0,428344.0,2.0,2011-07-30,17.0,0,1,4,1,0,1,48,55.0,9,2
1477,110352703.0,426348.0,433668.0,1.0,2011-07-30,13.0,4,1,4,1,2,1,20,45.0,2,2
1478,110351036.0,434817.0,433432.0,1.0,2011-07-31,13.0,4,1,4,1,0,1,50,99.0,9,1
1479,110351170.0,423522.0,434602.0,2.0,2011-07-31,14.0,4,1,4,1,0,1,51,70.0,12,2
1480,110351364.0,428655.0,425372.0,1.0,2011-07-31,18.0,4,1,4,1,2,0,9,45.0,2,2
1481,110351880.0,428419.0,431320.0,2.0,2011-07-31,14.0,0,1,4,1,1,0,67,95.0,2,2
1482,110352966.0,430839.0,433998.0,2.0,2011-08-01,16.0,0,1,4,1,0,1,36,10.0,12,2
1483,110353211.0,427646.0,431151.0,2.0,2011-08-01,8.0,0,1,4,1,0,0,32,20.0,12,2
1484,110353923.0,433595.0,434935.0,2.0,2011-08-01,20.0,4,1,4,1,0,1,48,35.0,12,2
1485,110354303.0,429953.0,433340.0,2.0,2011-08-02,11.0,4,1,4,1,0,1,45,20.0,2,2
1486,110354682.0,436282.0,436530.0,2.0,2011-08-02,15.0,4,1,4,1,0,1,11,55.0,12,2
1487,110355064.0,430898.0,426836.0,2.0,2011-08-02,14.0,4,1,4,1,0,1,4,15.0,12,2
1488,110356552.0,422996.0,432790.0,1.0,2011-08-02,12.0,4,1,4,1,2,0,17,99.0,10,2
1489,110355437.0,442521.0,431734.0,2.0,2011-08-03,6.0,0,1,4,1,0,1,21,25.0,2,2
1490,110355662.0,427232.0,434726.0,2.0,2011-08-03,8.0,0,1,4,1,0,0,26,20.0,12,2
1491,110356291.0,436293.0,434792.0,2.0,2011-08-03,13.0,4,1,4,1,0,1,29,55.0,14,2
1492,110356291.0,436293.0,434792.0,2.0,2011-08-03,13.0,4,1,4,1,1,0,71,85.0,14,2
1493,110356604.0,433208.0,433085.0,1.0,2011-08-03,14.0,4,3,4,5,0,0,29,55.0,2,2
1494,110356604.0,433208.0,433085.0,1.0,2011-08-03,14.0,4,3,4,5,1,0,32,85.0,2,2
1495,110356639.0,433553.0,435954.0,3.0,2011-08-03,13.0,4,3,4,5,0,0,86,70.0,2,2
1496,110356730.0,428539.0,426413.0,2.0,2011-08-03,18.0,3,3,4,1,0,1,32,15.0,2,2
1497,110356730.0,428539.0,426413.0,2.0,2011-08-03,18.0,3,3,4,1,1,0,18,20.0,2,2
1498,110357863.0,437049.0,437588.0,2.0,2011-08-04,12.0,0,3,4,1,1,1,22,55.0,5,2
1499,110357863.0,437049.0,437588.0,2.0,2011-08-04,12.0,0,3,4,1,0,1,27,95.0,2,2
1500,110357863.0,437049.0,437588.0,2.0,2011-08-04,12.0,0,3,4,1,1,0,22,45.0,2,2
1501,110357863.0,437049.0,437588.0,2.0,2011-08-04,12.0,0,3,4,1,1,1,4,95.0,2,2
1502,110358518.0,428580.0,432978.0,2.0,2011-08-04,15.0,0,1,4,1,0,0,32,35.0,2,2
1503,110358533.0,431399.0,435082.0,2.0,2011-08-04,11.0,0,1,4,1,0,1,41,25.0,2,2
1504,110358792.0,423940.0,428098.0,2.0,2011-08-04,15.0,3,1,4,1,0,0,33,25.0,2,2
1505,110358908.0,440842.0,434503.0,2.0,2011-08-04,20.0,3,1,4,1,0,1,39,95.0,2,1
1506,110358908.0,440842.0,434503.0,2.0,2011-08-04,20.0,3,1,4,1,0,0,51,85.0,2,2
1507,110359605.0,436704.0,436608.0,3.0,2011-08-04,6.0,4,1,4,1,0,1,17,60.0,2,2
1508,110361032.0,429879.0,439607.0,2.0,2011-08-04,17.0,4,1,4,1,0,1,61,95.0,2,2
1509,110365681.0,429144.0,433083.0,2.0,2011-08-04,12.0,4,1,4,1,0,1,17,95.0,10,2
1510,110360226.0,425576.0,432446.0,1.0,2011-08-05,18.0,4,1,4,1,2,0,3,35.0,2,2
1511,110360486.0,432162.0,436143.0,2.0,2011-08-05,21.0,4,1,2,1,0,1,57,65.0,12,2
1512,110360590.0,430495.0,425016.0,2.0,2011-08-05,23.0,0,1,2,1,0,1,46,45.0,9,1
1513,110360655.0,419318.0,441750.0,3.0,2011-08-05,22.0,0,1,1,1,0,1,24,55.0,10,0
1514,110361127.0,428467.0,436850.0,2.0,2011-08-05,16.0,2,1,4,1,0,1,22,55.0,12,2
1515,110361036.0,423013.0,437678.0,2.0,2011-08-06,9.0,0,1,4,1,0,1,71,65.0,2,2
1516,110361225.0,433325.0,441772.0,1.0,2011-08-06,0.0,4,1,0,1,0,0,22,15.0,2,2
1517,110361225.0,433325.0,441772.0,1.0,2011-08-06,0.0,4,1,0,1,1,1,22,70.0,2,2
1518,110361225.0,433325.0,441772.0,1.0,2011-08-06,0.0,4,1,0,1,1,0,20,70.0,2,2
1519,110361403.0,428857.0,433362.0,4.0,2011-08-06,14.0,0,1,4,1,1,0,28,25.0,2,2
1520,110362713.0,431886.0,435025.0,1.0,2011-08-06,20.0,4,1,4,1,2,1,33,45.0,2,2
1521,110362420.0,434459.0,445059.0,2.0,2011-08-07,7.0,0,1,4,1,0,1,45,95.0,2,1
1522,110362420.0,434459.0,445059.0,2.0,2011-08-07,7.0,0,1,4,1,0,1,59,20.0,2,2
1523,110362441.0,423723.0,434197.0,2.0,2011-08-07,9.0,4,3,4,5,0,1,44,70.0,2,2
1524,110362441.0,423723.0,434197.0,2.0,2011-08-07,9.0,4,3,4,5,0,1,33,25.0,14,2
1525,110362441.0,423723.0,434197.0,2.0,2011-08-07,9.0,4,3,4,5,1,0,21,55.0,14,2
1526,110362659.0,431747.0,431414.0,2.0,2011-08-07,13.0,0,1,4,1,0,0,47,25.0,2,2
1527,110362659.0,431747.0,431414.0,2.0,2011-08-07,13.0,0,1,4,1,1,0,26,35.0,2,2
1528,110363198.0,427740.0,434081.0,4.0,2011-08-07,20.0,4,1,4,1,0,1,21,95.0,2,2
1529,110363198.0,427740.0,434081.0,4.0,2011-08-07,20.0,4,1,4,1,0,0,30,5.0,2,2
1530,110363198.0,427740.0,434081.0,4.0,2011-08-07,20.0,4,1,4,1,0,0,53,60.0,2,1
1531,110363992.0,435797.0,425979.0,1.0,2011-08-07,10.0,0,3,4,0,0,1,38,45.0,9,1
1532,110369715.0,423752.0,438009.0,1.0,2011-08-07,12.0,4,3,4,5,2,0,25,55.0,2,2
1533,110364220.0,420537.0,440209.0,2.0,2011-08-08,12.0,0,1,4,1,0,1,42,5.0,2,2
1534,110364830.0,440403.0,446780.0,2.0,2011-08-08,18.0,0,1,4,1,0,0,52,60.0,2,1
1535,110364847.0,436202.0,436471.0,2.0,2011-08-08,18.0,4,1,4,1,0,0,16,99.0,6,2
1536,110364928.0,429667.0,430795.0,1.0,2011-08-08,20.0,4,1,4,1,2,0,3,10.0,2,1
1537,110365029.0,430670.0,433029.0,2.0,2011-08-08,10.0,0,1,4,1,0,0,27,60.0,2,2
1538,110367816.0,425353.0,437191.0,1.0,2011-08-08,13.0,4,1,4,1,2,0,80,5.0,14,2
1539,110365367.0,427509.0,437677.0,1.0,2011-08-09,9.0,4,1,4,1,2,1,51,25.0,12,2
1540,110365381.0,432663.0,436926.0,2.0,2011-08-09,8.0,4,1,4,1,0,1,38,70.0,12,2
1541,110365741.0,430358.0,433459.0,1.0,2011-08-09,11.0,4,1,4,1,1,0,70,25.0,7,2
1542,110366393.0,428532.0,428182.0,2.0,2011-08-09,17.0,0,1,4,1,0,1,35,65.0,12,2
1543,110366447.0,424128.0,444003.0,2.0,2011-08-09,14.0,0,1,4,1,0,1,40,25.0,3,2
1544,110366573.0,433941.0,434109.0,2.0,2011-08-09,17.0,0,1,4,1,0,0,39,99.0,2,2
